unique Electoral Area,not unique electoral area,circle code
"Wafaq Colony Dhana
Singh Wala // D Block Wafaqi Colony // Jinnah Colony",  / Jinnah Colony,2592501
"BOR- A -2 Johar Town // BOR- C Johar Town // BOR- E Johar Town // E-1 Joher Town // BOR- B block Johar
Town","  / BOR- B block Johar
Town",2592502
"BOR- B block Johar
Town // Shah Di Khui Dhana
Singh","  / BOR- B block Johar
Town",2592503
"F-2 Block Johar Town // Joher Town Block M // E-Block Block Johar
town // F Block Johar Town // B block Johar town",  / F-2 Block Johar Town / Joher Town Block M,2592504
E-2 Block Johar Town // G Block Johar town // F-2 Block Johar Town,  / E-2 Block Johar Town / F-2 Block Johar Town,2592505
E-2 Block Johar Town // E-1 Block Johar Town,  / E-2 Block Johar Town,2592506
"Block FG Wafaqi Colony // Rehman park Johar
Town // Abdullah town Near
Wafaqi Colony", ,2592507
"Huma Block Allama
Iqbal town // Zeenat Blcok Allama
Block","  / Huma Block Allama
Iqbal town",2592601
"Kashmir Blcok Allama
Iqbal Block", ,2592602
"Baddar Block Allama
Iqbal town // Nargis Block Allama
Iqbal Block Town // Rachna Block Allama
Block", ,2592603
"Allama Iqbal Block Town
Ravi Block", ,2592604
"Gulshan Block Allama
Iqbal town // Nizam Block Allama
Iqbal Block Town // Pind Bhekay Wal","  / Gulshan Block Allama
Iqbal town",2592701
"Nizam Block, Bhekay
wal // PWD colony , Bhekay
wal // Najaf colony , Hinza
Block // Najaf colony // Najaf colony, Hinza
Block", ,2592702
"Gulshan Block Allama
Iqbal town // Hinza Block Allama
block town","  / Gulshan Block Allama
Iqbal town",2592703
"Punjab University New
Campus", ,2592704
"Sakindria Block Allama
Iqbal Town // Karim Block Allama
Iqbal Town // Mumdoot Block
Mustafa town Wahdat Road // Shah Di Khui New
Campus // Umer Block Allama Iqbal
Town","  / Karim Block Allama
Iqbal Town / Umer Block Allama Iqbal
Town",2592801
"Umer Block Allama Iqbal
Town // Raza Block Allama Iqbal
Town","  / Umer Block Allama Iqbal
Town",2592802
"Karim Block Allama
Iqbal Town // Wahdat Colony","  / Karim Block Allama
Iqbal Town / Wahdat Colony",2592901
"Wahdat Colony // Rehmanpura // Wahidat Colony Shah
Kamal Road // L, J, K Wahdat Colony // M. Block Wahidat
Colony",  / Rehmanpura / Wahdat Colony,2592902
New Muslim Town, ,2592903
"New Muslim Town EGC
Colony // Block D New Muslim
Town // Naqsha Stop New
Muslim Town // C Block New Muslim
Town // Old Muslim Town", ,2592904
"Chenab Block Allama
Iqbal Town // Pak Block Allama Iqbal
Town // Satlej Block Allama Iqbal
Town", ,2593001
"Asif Block Allah Iqbal
Town", ,2593002
"Neelam Block Allama
Iqbal Town","  / Neelam Block Allama
Iqbal Town",2593003
"Neelam Block Allama
Iqbal Town // Alhamd colony // Clifton Colony","  / Neelam Block Allama
Iqbal Town",2593004
"Alhamd Colony Allama
Iqbal Town // Shah Kamal Road
(Ithaad Park) // Atiq Street Shah Kamal
Road // Nizamuddin Road Ashiq
Abad // Abu Bakr Street Shah
Kamal Road // Lala Zar Colony",  / Lala Zar Colony,2593101
"Rawan Abadi // Hassanine Street
Ashiqabad // Wahdat Park // Ghazali Park // Cliffton Colony", ,2593102
"Zaildar Road Ichra // Ithaad Colony Ichra // Dohata Colony Ichra // Maqbool Road Ichra // Chah Mughal Chakian
Ichra",  / Maqbool Road Ichra,2593201
"Azeez park Ichra // Nawab Pura Ichra // Muhammad Pura Ichra // Dohata Colony Muhammad Ali road
ichra",  / Nawab Pura Ichra,2593202
Miraj Street ichra // Nawab Pura Ichra // Maqbool Road Ichra,  / Maqbool Road Ichra / Nawab Pura Ichra,2593203
"Peer Ghazi Road Ichra // Ichra Millat park // Pakistani chowk Ichra // Feroz Pur Road ichra // Ahata Mol chand Feroz
pur road ichra",  / Peer Ghazi Road Ichra,2593301
Ichra Mata Rani // Usmana Bazar ichra // Sardar pura Ichra // Kamboh Street Ichra, ,2593302
"Peer ghazi Road Ichra // Main Bazar ichra
Madina Bazar // Pakistani chowk Ichra
Hamiyon Street // Pakistani Chowk Ichra, Muhallah Sultan Ahmed
Road", ,2593303
"Achra Baba Azam
Chowk // Peer Ghazi Road Ichra // Main Bazar Zaildar Road
Ichra // Ichara Main Bazar",  / Peer Ghazi Road Ichra,2593304
"Sultan Ahmed road , Zaildar Road Shah Din
Scheme Ichra // Ichra Sultan Ahmed
Road Zaildar Road Shah Din Scheme // Ichra sultan Ahmed Road Rehman pura Shah
Jamal Chowk // Ichra Marbel Market, Muneer Shaheed Road", ,2593305
Rehmanpura // Rehmanpura Ichra,  / Rehmanpura,2593306
"Rehmanpura Karam
Abad // Wahdat Road // Rehman Pura Akbar
Street // Karamabad Rehmanpur // Bukhari Market
Rehmanpur // Wahidat Road", ,2593307
"Bhatti Park Ichra // Peer Ghazi Road Ichra // New Samanabad // Chah Jamu wala
samanbad","  / Chah Jamu wala
samanbad / Peer Ghazi Road Ichra",2593401
"Rahat Park Samanabad // Chah Jamu wala
samanbad // Muhallah Umer farooq New Samanabad // Baghpati Samanabad // Ghazali Road
samanabad Block N","  / Chah Jamu wala
samanbad",2593402
"Chaudhary colony
Samanabad // Rasool park Samanabad // Peer Ghazi Road Ichra // Bank Colony // Hameed park // Kacha Ferozpur Road",  / Bank Colony / Kacha Ferozpur Road / Peer Ghazi Road Ichra / Rasool park Samanabad,2593501
Hameed Park // Hameed Ali park // Ali Park new samanbad,  / Ali Park new samanbad,2593502
Ali Park new samanbad // Rasool park Samanabad,  / Ali Park new samanbad / Rasool park Samanabad,2593503
"Shah Jamal Colony
Shadman I, II // Shadman II // Shadman Colony Jail
road // Shadman Colony 1 // Jail road Shadman
Market // Shadman colony No.1 // Shadman colony", ,2593601
GOR 3 SHADMAN // Ahata Mol Chand Ichra, ,2593602
"Shair Shah Colony // Shah Jamal // Zaildar Park Ichra Ahata
Mol Chand // Shah Jamal Colony",  / Shah Jamal,2593603
"Kachi Abadi Shah Jamal // Fazila Colony Shah
Jamal // Shah Jamal","  / Fazila Colony Shah
Jamal / Shah Jamal",2593604
"Fazila Colony Ichra // Jamia Asharfia /
Asharfia Park // Fazila Colony Shah
Jamal // Shah Jamal Colony
Shadman","  / Fazila Colony Shah
Jamal",2593605
"Zafar Colony Nadeem Shaheed Road
Samanabad // Union park samanbad // Zafar colony Nadeem Shaheed road
samanbad // Islam abad colony paki thathi","  / Zafar Colony Nadeem Shaheed Road
Samanabad",2593701
"Chaudhary colony samanbad // Rahat Park // New union park
samanabad","  / New union park
samanabad",2593702
"Union park samanabad // New union park
samanabad","  / New union park
samanabad",2593703
"Meer Colony Kahna Nau // Kahna Nau, Town
Committee // Street Master Amaad ul
Din Kahna Nau // Malik Pura Bilal Town", ,2593801
"Near Aatta Floor Masjid
Kahna Nau // Aahilo Wali Gali Kahna
Nau // Kahna Nau // Basti Eid Gah , Kachwana road kahna
nau // Dara Abdul Rehman Aahilo road kahna Nau",  / Kahna Nau,2593802
"Street Gorgeous Warrior
Street // Ghali Mohammad Ali
Tail Wala Kahna Nau // Kahna Nau // Guli Haji Alam Ansari,
Gulzar Park // Haveli Kamara Kahna
Nau",  / Kahna Nau,2593803
"Muhallah Meowatian // Kachwana Basti, eid Gah
Basti kahna Nau // Noorani Masjid Street
Chairman Wali // Shahzada Road Kahna
Nau // Rustam Park Kahna Nau // Basti kachwana", ,2593804
"Shahzada Road , Deri
Pura // Imran Wali Street,
Shahzada road // Malik Chohar Wali Street Ameen Wali
Street // Naseem Abad , Bilal
Nagar // Naseeb Abad", ,2593805
"Bhaseen Muhala
Rajpoota'n // Bhaseen // Bhaseen Muhala
Lohara'n // Bhaseen Muhala
Patwara'n // Baseen Chok Malika'n // Bhaseen Dera Mangal // Bhaseen Khara Khoha // Bhaseen Muhala
Mawatian // Bhaseen Dera Rorhi
Peer Mandya'n Wala // Bhaseen Dera Jaleel
Khan", ,2600101
"Dhoghaj Khas // Dhoghaj Bhata Ashraf // Wahgaryian Darbar
Boley Shah // Wahgaryian Dera Islam
Ud Din", ,2600102
"Atoke Awan // Gate No.2 Atoke Awan // Atoke Awan F.G.A
Charch // Health Center Atoke
Awan // Main Bazar Atoke Awan // Atoke Awan Dera Malik
Yaqoob // Atoke Awan Nai Abadi
Shah Shaheed // Atoke Awan Muhala
Charch Colony // Dhograye Kala'n // Dhograye Kala'n Masjid Din Muhammad // Dhograye Kala'n Jalo
Mor // Dhogarye Kala'n", ,2600103
"Manawa Fahad Town // Manawa Umer Khan
Road // Manawa Alrasheed
Marriage // Manawa Noori Masjid // Manawa Noor Masjid // Manawa Al Noor Town // Manawan Chandi Chok // Manawan Jind Peer // Manawan Dispencary
Road // Manawan Bismillah
Chaki // Manawan Main Road
Bismillah Colony // Manawan Mustafabad // Manawan Mustafabad Main Bazar // Manawan Babul ilam
School // Manawan Bagh Rehmat // Manawan Ghopal Pura // Manawan Fish Form // Rakh Chabeel Ghopal Dera Mejar Muhammad
Asif // Ram Pura Jhageer // Shiyo Pura Khurd Court
Abdullah",  / Ram Pura Jhageer,2600104
"Ram Pura Jhageer Barf
Khana // Ram Pura Jhageer // Ram Pura Jhageer Eid
Ghah // Ram Pura Jhageer Malik
Shop // Ram Pura Jhageer
Amaam Bargah // Ram Pura Jhageer Ik
Minar Wali Masjid // Ram Pura jhageer
Shamali // Ram Pura Jhageer Darbar Maskeen Shah // Ram Pura Jhageer Jamia
Masjid Haidary // Ram Pura Jhageer
Yousaf Numberdar // Ram pura Jhageer Gharbi  government
Girls Middle School // Ram Pura Jhageer
Sharqi // Ram Pura Jhageer Gharbi Bata Officer
Colony // Ram pura Jhageer
Ahmed Town // Ram Pura Jhageer Bhag
wali puli // Chak Ram Pura Bhatta
Bhagum wala // Chak Ram pura Ahsan
Town",  / Ram Pura Jhageer,2600105
Sanat Pura // Rakh Bhaseen // Mana, ,2600106
"Sultan pura Bhatta
Amjad // Sultan Pura // Sultan Pura Daira
Muhammadi Rafeeq // Sultan Pura Narsari
Bhama // Sultan Pura Gaon Bhatta // Sultan Pura Ghugian
Muhammad Bakhash // Sultan Pura Gharki
Hospital", ,2600107
"Thathi Koda // Hussain Abad // Doni Chand Wala // Narain pura / Bay
Charag // Ghopal sing wala // Thatha Tardan",  / Hussain Abad,2600108
"Tulas Pura Medical
Scheme // Talas Pura Dara Younas
Numberdar // Bhagrrian Syedan // Kot Doni Chand charch // Kot Doni Chand charch girls Primary School // Kot Doni Chand Shafique service station // Kot Doni Chand K.C
Colony lk // Kot Doni Chand Shaper
Bag Fectory // Kot Doni Chand Haveli
Usman // Kot Doni chand Dara
Majer Lateef // Kot Doni Chand, Dara
Mian Abid // Kot Doni chand girls
primary school", ,2600109
"Dayal // Ghosal Dayal // Shamali Dayal // Bhano chak Dara Moj
Khan // Lakhnay Darbar Peeran
Da", ,2600110
"Wagah Gulab Pura // Wagah Talha Masjid // Wagah Jamia Masjid
Ghosia // Wagah Dara Mian
Yousaf", ,2600111
"Chapa Masjid Hafiz
Sahib wali // Chapa Dara Iqbal Butt // Rahman Pura", ,2600201
Jhalo Khokhar House // Jhalo P/S girls Jhalo // Jhalo Health center // Jhalo Phatik Railway // Jhalo Kashmir Muhallah // Jhalo // Kheera, ,2600202
"Munhala Kalan // Munhala Khurd // Main Bazar Manhala
kalan // Health Center Manhala // Manhala kalan", ,2600203
"Nurwar - Londo Khan // Nurwar- Dara Moj Khan // Nurwar-Dara
Muhammad Ismail // Nurwar -Dara Ghory
Khan // Nurwar govt girls high
school // Naror Lailah pur // Paday Dara Lal Din", ,2600204
Nathoki // Nawa Pind Gujjaran // Rakh Dhori, ,2600205
Qila Jeewan Singh // Bheeni Sandhu, ,2600206
Shankay // Kark, ,2600207
"Taqi Pur Dara Yousaf
Chaki Wala // Khawaja Khaliq", ,2600208
Thay Pura // Jhandeer, ,2600209
"Awan Dahaya wala-
Mari Gharbi // Awan Dahaya wala Haweli Tufail
Numberdar Merlwar // Dara Youqoob Awan-
Awan Dahaya Wala // Awan Dahyawala  Abadi Hayat Shah Hospital // Awan Dahyawala Abadi
Bong // Awan Dahyawala Mari
Qabrastan // Awan Dahyawala Marl
Mari Janobi // Awan Dahyawala Marl
War", ,2600301
Bheeni Dhalwan // Eajo Gill, ,2600302
"Boys Ganjah Sandhu // Ganjah Sandhu
Madrissa Alhussain // Jandyala Boys School // Jandyala Madina Masjid // Jandyala Dera Chand
Khan", ,2600303
"Hando Gujjar Masjid
Bohar Wali // Hando Gujjar // Hando Gujjar Muhala
Issayian // Hando Gujjar Shoaib
Garden // Hando Gujjar Bilal Town // Hando Gujjar Warah
Gujjar'n // Hando Gujjar Islam Park Chungi Amritsari",  / Hando Gujjar Islam Park Chungi Amritsari,2600304
"Jamshad Town
Lakhodar // Masjid Noor Lakhodar // Muhala Issayian
Lakhodar // Masjid Qadaria
Lakhodar // Muhala Bhandar'n
Lakhodar // Yaseen Garden
Lakhodar // Shareef Pura Nai Abadi
Lakhodar // Ayanat Shah Town /
Jamshad Town Lakhodar // Ghayarvi'n Wala Bazar Shareef Pura Lakhodar // Main Bazar Shareef Pura
Lakhodar // Shareef Pura Lakhodar // Boys School Shareef
Lakhodar // Hawaliyan Lakhodar // Islamabad Jugiya'n
Lakhodar // Bheeni Road Town
Shareef Lakhodar // Hawali Gujjarn Lakhodar // Muhala Awan Lakhodar // Awan House Muhala
Ajallian Lakhodar // Main Bazar Madina
Masjid Lakhodar // Asmat Park Lakhodar // Bheeni Road Shareef
Pura Lakhodar // Sagiyan Wasao pura", ,2600305
Arazi Talwar war // Talwar War // Malik Pura Gharki, ,2600306
"Nat // Tayaj Garh // Tayaj Garh Jamian Masjid Ahl-E-Shunnat
Raza // Tayaj Garh Shamali
Charach // Tayaj Garh Sharki Bhatta
Mehboob // Tayaj Garh Janoobi
Masjid Ahl-E-Sunnat // Tayaj Garh Janoobi
Masjid Ahl-E-Hadees", ,2600307
"Wasviya Govt. Primary
School // Thata Dahlwan", ,2600308
"Canal Park Begum Pura // Noorani Park Begum
Pura // Iqbal Park Begum Pura // Shareef Park Begum
Pura // Usman Park Begum
Pura", ,2600401
"Mehmoodabad Begum
Pura // Main Road Begum Pura // Kuchi Abadi
Mehmoodabad Begum Pura // Staff colony UET // Kuchi Abadi Mehmoodabad Begum
Pura",  / Staff colony UET,2600402
"Tazab Ahata chah
meeran // Sawami Nagar Tezab
Ahata // Shaja colony Tezab
Ahata // Wairless / Shaja colony
Tezab Ahata", ,2600403
"Muslim Park Rasool
Pura // Shah Bukhari Muslim
Park Neela Burj // Sarya Jabeen park // Shah Bukhari Kala Burj // Chah Bhangiya Kala Burj // Shah Bukhari Yakkia
Wali Gali Bagbanpura", ,2600501
"Singh Pura // Ghoray Shah Road
Begum Pura // Kocha Nakshbandi
Ghory Shah", ,2600502
Nizamabad // Sarfraz Colony // Ghos Park, ,2600601
Islamabad Singh Pura // Islamabad Main Bazar Haji Younas Pura // Ali Park Singh Pura // Haji Pura Maqbool Pura // Haji Pura, ,2600602
"Kachi Abadi Gujjar Pura // Gujjar Pura Ghory Shah
road // Gujjar Pura Kot Khawaja
Saeed // Madina street gujjar
Pura", ,2600603
Kot Khawaja saeed // Shamas Abad Kot Khawaja, ,2600604
"Haji Yahya colony ghory
Shah // Bahar Colony Ghory
shah // Haji Yahya colony Shah
Bilawal colony // Mehar Soba park kot
khwaja saeed // Haji Yahya colony Shah Bilawal colony", ,2600605
"Bahar Colony Bilal Park
chahmeeran // Bahar colony Nawab
park Ghory shah // Hassan park ghory Shah", ,2600606
"Purana Dhobi Ghat chah
meeran // Shamas Abad Kot
Khawaja // Jilal park Kot khawaja
saeed // Bilal park Purana Dhobi Ghat", ,2600607
"Kot Khawaja Saeed
Rehmat Pura // Kot Khawaja Saeed Nizamabad Rehmat
Pura // Kot Khawaja Saeed
Saeed Nizamabad // Kot Khawaja Saeed Nizamabad Kilaa Colony // Kot Khawaja Saeed
Nizamabad Rehmat Pura // Kot Khawaja Saeed
Nizamabad // Kot Khawaja Saeed Nizambad Kila Colony","  / Kot Khawaja Saeed
Rehmat Pura",2600701
"Kot Khawaja Saeed
Azeem Pura // Kot Khawaja Saeed
Rehmat Pura // Kot Khawaja Saeed
Waheed Park // Kot Khawaja Saeed
Waheed park","  / Kot Khawaja Saeed
Rehmat Pura",2600702
"Kot Khawaja saeed Fazal pura // Karim park // Karim Park chahmeeran // Muhallah fazal pura Kot
khawaja saeed // New Wasan pura
schmen No.2 // wasan pura scheme
No.2 Block Y // Karim Park chahmeeran Street No.42 // Wasan pura block Y // Shair Shah road shad bagh scheme No.2 block
Z",  / Kot Khawaja saeed Fazal pura,2600703
"Kot Khawaja Saeed Shah Noor Park // Kot Khawaja Saeed Shah
Noor Park // Kot Khawaja Saeed Majeed Park / Dhoop
Sari // Kot Khawaja saeed Fazal pura // Kot Khawaja saeed Fazal
pura // Kot Khawaja saeed Fazal pura street No32 // Kot Khawaja saeed Fazal pura street No31",  / Kot Khawaja saeed Fazal pura,2600704
"Siko Factory China
Scheme Gujjar Pura // Grid Station China
Scheme Gujjar Pura // Block-A-ll China Scheme
Gujjar Pura // Block-A-ll China Scheme Masjid Ahl-E-Hadees", ,2600801
"Block-B-ll China Scheme
Gujjar Pura // Block-B-ll China Scheme Faisal Park Gujjar Park // Block-B-ll China Scheme Gujjar Pura LDA", ,2600802
"Chaina Scheme Gujjar
Pura Block-l // Chaina Schme Gujjar
Pura", ,2600803
"Chaina Scheme Gujjar
Pura Block-lll", ,2600804
"Chaina Scheme Gujjar
Pura // Chaina Scheme Gujjar
Pura Block-ll", ,2600805
"Takoni Park Chaina
Scheme // Muhammad Ali Shaid
hall Block C // New Bhagiwal Chaina Scheme Gujjar Pura
Block C // New Bhagiwal Chaina
Scheme Gujjar Pura Block C", ,2600806
"Chaina Scheme Gujjar
Pura Block D-ll // Haji Qamar Din Park Kot
Khawaja Saeed // Haji Qamar Din Park
LDA", ,2600807
"Chaina Schme Gujjar
Pura Block D-l // Gujjar Pura D-l", ,2600808
"Jani Pura LDA Block D-l // Chaina Scheme Jani
Pura Block D-l // Chaina Scheme Jani Pura Block D-l", ,2600809
"Deputy Yaqoob Colony // Shahab Park Street
No.188 // Bhagiwal Deputy
Yaqoob Colony // Mian Muhammad Din Colony Street No.7 // Mian Muhammad Din
Colony // Ibraheem Colony Bhagiwal Colony // Muhallah Esayan
Bhagiwal \ // Mian Muhammad Din Colony",  / Deputy Yaqoob Colony,2600810
"FazaL Elahi Park // Fazal Elahi Park Street
No.157 // Madhuo Lal Hussain // Muhammad Pura
Madho Lal Hussain", ,2600811
"Shah Abdul Ghani Road Madho Lal Hussain // Shah Abdul Ghani
Baghbanpura // Rehman Street
Baghbanpura // Madho Lal Hussain
Onchi Masjid", ,2600812
"Muhallah Peer Shaikhan Madho Lal Hussain // Madho Lal Hussain
Baghbanpura // Madho Lal Hussain // Muhalla Kashmirian Madho lal Hussain // Mian Muhammad Jamal Din Madho Lal Hussain // Nagina Chok Madho Lal
Hussain // Nizam Abad Muhallah Dhobian wala Street
No74", ,2600813
"Hamiyon Street
Bhagiwal // Shafi Street Bhagiwal // Shawal Street Bhagiwal // Haq Nawaz Raod
Bhagiwal", ,2600814
"Shahab park Bhagiwal // Darbar Shaikhan
Bhagiwal // Baghbanpura Bhagiwal // Bhagiwal Street No.7 // Bhagiwal Street No.30-
31", ,2600815
"Deputy Yaqoob Colony // Hajveri Park Deputy
Yaqoob Colony // Hajveri park Ghosia
Chowk college road // Ghosia chowk college
road // Muhammadi colony
bagbanpura // Ghosia colony
bahgbanpura",  / Deputy Yaqoob Colony,2600901
"Mian Muhammad Din colony Baghbanpura // Mian Muhammad Din
main road // Aman park / Tepu
sultan Park // Aman Park
Baghbanpura // Aman Park Shahi road // college park Shahi Road", ,2600902
"Ghosia colony College
road // Ghosia colony college Road / Mian Muhammad Din Colony // Ghosia colony college
road // Ghosia colony Street No 10 Mian Muhammad Din colony // Aman park college Road
College Park // Shahi Road college park", ,2600903
"G.T Road yakyan wali
Gali // G.T Road ram bazar /
pakistani bazar // chaman park shah
abdulghani // Sahhi Road
Baghbanpura // chaman park // Chaman Park Street no.
166 // Shah Abdulghani
chaman park // Chaman park", ,2600904
"Madina colony
Bahgbanpura // Madina colony street
No.171 // Madina colony street
No.171-172 // Madina colony street
No.178-179-180 // Madina colony street
No.177", ,2600905
"Madina colony - Aqab
Shalimar // Ataa road nigar khana
sik Nehr // Purani Eid Gah Ataa
Road sik Nehr // Aqab Shalimar Bagh sik
nehr // Islam pura sik Nehr",  / Islam pura sik Nehr,2600906
"Muhammadi Park college road
baghbanpura // Muhammadi colony
bagbanpura College road // Ghulshan Shahbaz Muhammadi colony
college road // Ghulshan Shahbaz ghosia Colony college
road // Ghulshan Shahbaz
Muhammadi colony college road", ,2601001
"Ghosia chowk college road // Mughal Street shahbaz
park // Ghosia Colony college road street No 174 // college road street
No.174 Furnas Wali", ,2601002
"Baghbanpura /umer
park Sheller chowk // Baghbanpura ghulshan Shalimar scheme // Baghbanpura / Umer
Park Baghbanpura // Alqadir housing scheme baghbanpura", ,2601003
"Islam pura sik Nehr // Ghoher park - Iftkhar
Park Alqadir scheme // Alqadir Scheme Iftikhar
Park // Madina Colony Alqadir Scheme Islam Pura Sik
Nehr",  / Islam pura sik Nehr,2601004
"Chand Park // Alia Town // Alia Town Multan
Colony // Farooq Park // Farooq Park Amir Road", ,2601005
"Gulbhar Colony // Gulbhar Colony Masjid
Haq Bahoo // Gulbhar Colony Al-
Rehman Street // Multan Colony Sheller
Chok // Multani Colony Sheller Chok Rafiq Road // Multani Colony Sheller
Chok",  / Gulbhar Colony,2601006
"Atif Park No.1 New
Bhogiwal // Atif Park / Ghulam
Muhammad Park // Atif Park No.2 Tubewell
No.2 // Atif Park No.2 Cheel
Wali Kothi // Rehman Park Gulbhar
Colony", ,2601007
"Mian Park Sehar Road // Shah Pur Dars Muhala
Faiz Bukhs // Dars Road Malap Street
Baghbanpura // Malap Street
Mughalpura // Hasan Park
Baghbanpura // Hasan Park Shalimar
Park Gali No.20 // Shalimar Park Gali
No.20 Link Road", ,2601101
"Greefan Mughalpura // Essa Abad Mujahid
Colony // Shah Jaha'n Road Mughalpura Railway
Colony // M.E.T.Two Mughalpura // Abdul-Waheed Colony
Mughalpura // Mistry Colony // Abdul-Waheed Colony // Abdul-Waheen Colony
Mughalpura", ,2601201
"Ghumbad Colony
Railway Paky Quarter // Dars Baray Mian
Ghumbad Colony // Railway Paky Quarter
Dars Baray Mian // Railway Paky Quarter
New Military Barics // Dars Baray Mian Azeem
Ground","  / Dars Baray Mian Azeem
Ground",2601202
"Kuchi Abadi Dhobi Ghat
Mughalpura // Dars Baray Mian
Mughalpura // Madni Colony Dars
Baray Mian // Madni Colony Shalimar
Link Road", ,2601203
"P.R Hope Road Railway
Colony // Railway Signal Shop", ,2601301
"Railway Colony Engine
Shed // Achnat Garh Engine
Shed // Loko Shed // Engine Shed Azeem
Colony // Railway Colony Engine Shed Mughalpura", ,2601302
"Railway Power House
Baja Line // Baja Line Mughalpura Road Ghari Shaho // Layrics Colony",  / Layrics Colony,2601303
"Junaid Park // Karaon Park // Muhammadi Pura
Jatta'n Younas Pura // Younas Pura Muhammad Pura Jatta'n // Younas Pura Sehar Road // Wait Main Road Jhugian Bagharian Ghopal Nagar // Muhammad Pura Jatta'n",  / Muhammad Pura Jatta'n,2601401
"M.T.One.B. N Colony // Usman Abad // Younas Pura Dars Road // Dars Road Saray-E-
Amyanwali // Abadi Usman Abad
Scheme No.2 // Dars Baray Mian Azeem
Ground","  / Dars Baray Mian Azeem
Ground",2601402
"Azeem Ground Dars
Baray Mian // Military Barics
Mughalpura // New Military Barics
Mughalpura // Kachi Abadi Dars Baray
Mian // Dars Baray Mian", ,2601403
"Achnat Garh
Mughalpura // Kachi Abadi Achnat
Garh // Railway Colony
Mughalpura // Mian Park", ,2601404
"Jameelabad
Mughalpura // Begum Pura Sukh Pura // Layrics Colony Singh
Pura Sabzi Mandi", ,2601405
"Allama Iqbal Road ,
Boher wala chowk // Railway washing line D.S
office // Washing line // Railway stadium // Burt colony Ghari Shahu // Venus Road ,Burt colony // Pringal Road, Railway
Colony", ,2601501
"Garhi Shahu // Main Bazar Garhi Shaho // Main Bazar Garhi Shahu,
Gali No.4,5", ,2601502
"Main Bazar Jalali Street
No.22,26 // Yousaf Street, Main
Bazar Garhi Shahu Gali No.19 // Sheikha Street, Sharf Ul
Din Street No.1", ,2601503
"Main Bazar Garhi Shahu // Feroz Street, Yoganda Street Garhi Shahu", ,2601504
"Barni Road Garhi Shahu // Barni Road Garhi Shahu
Feroz Street // Badar Street Thana
Garhi Shahu // Babar Street, Umer
Street-30,31,32,33,", ,2601601
"Masjid Tajdeen Layrics
Colony // Nishtar Park Layrics
Colony // Level Crossing, Canal
Bank // Baja Line","  / Baja Line / Level Crossing, Canal
Bank / Masjid Tajdeen Layrics
Colony",2601602
"Fiaz Park Mughalpura // Fiaz Park Muhala
Amritsari // Lala Zar Park // Muhala Amritsari
Mughalpura // Railway Quarter
Mughalpura Station", ,2601701
"Layrics Colony
Mughalpura // Milat Colony
Mughalpura // Saraye Kashi Ram Link
Mughalpura", ,2601702
"Mujahid Abad Ram Garh
Mughalpura // Mujahid Abad","  / Mujahid Abad / Mujahid Abad Ram Garh
Mughalpura",2601801
Mujahid Abad,  / Mujahid Abad,2601802
"Mujahid Abad // Mujahid Abad Sray
Hakeem Chand // Mujahid Abad Nai Abadi // Mujahid Abad Ram Garh
Mughalpura","  / Mujahid Abad / Mujahid Abad Ram Garh
Mughalpura",2601803
"Mujahid Abad Sahowari Sani View Park // Mujahid Abad Sahowari Muhammadia Qadari // Mujahid Abad Muhammadia Ghosia
Colony", ,2601804
"Gung Mughal Pura HBL // Gunj Mughal Pura
Society School // Gunj Main Bazar Arqam
School // Jhangeer Road Jung
Jung Mughalpur // Takia Mehboob Shah Gunj Shah Mughalpura", ,2601901
"Al-Ehsan Hospital Jung
Mughalpura // Astana Block Ghunj // Toheed Block Ghunj Mughalpura // Saddat Zanjiyana Street", ,2601902
"Gali No.32 Ghunj
Mughalpura // Baba Niky Shah Ghunj
Mughalpura // Ghosia Block Lal Pul // Toheed Park Peer
Ahmad Shah // Toheed Park Ground", ,2601903
"Anayat Baag // Angori Bagh Scheme // Angori Bagh Scheme
No.1 // Angori Bagh Scheme
A.B.C // Angori Bagh Scheme
Block-D // Muslim Pura Sik Nehr",  / Muslim Pura Sik Nehr,2602001
"Angori Scheme Seher
ward Children // Angori Bagh Scheme No.2 Link Road // Muslim Colony Anogri Bagh Scheme No.2 // Angori Bagh Scheme
No.2 // Sik Nehr Chah Khazay Shah Muslim Colony
Anogri Bagh", ,2602002
"Sahwari Mughalpura // Sahwari Block-A // Sahwari Shalimar Link
Road // Sahwari Ghanda Nala // Sahwari Sik Nehr", ,2602003
Muslim Pura Sik Nehr // Pakistan Mint Colony // Pakistan Mushtaq Colony Shah Jaha'n Park // Pakistan Mint,  / Muslim Pura Sik Nehr,2602101
"Kotli Peer Abdul // Kotli Peer Abdul Rehman Baghban pura // Kotli Peer Abdul Rehman Rasheed Pura // Kotli Peer Abdul
Rehman Channan Din Park // Kotli Peer Abdul Rehman Abid Colony Extension Larics Colony // Kotli Peer Abdul Rehman Umar Colony // Kotli Peer Abdul Rehman Channan Din
Park", ,2602102
"Kotli Peer Abdul
Rehman Habib Park // Ayaz town Taj Pura // Kotli Peer Abdul
Rehman Faisal Park // Kotli Peer Abdul Rehman Bhatta din Muhammad Faisal Park // Kotli Peer Faisal Park // Kotli Peer Abdul Rehman sarai Jora Peer", ,2602103
